,PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,HomePlanet_is_Earth,HomePlanet_is_Europa,HomePlanet_is_Mars,Destination_is_55 Cancri e,Destination_is_PSO J318.5-22,Destination_is_TRAPPIST-1e,TotalConsume,group_num,cabin_num,deck_is_A,deck_is_B,deck_is_C,deck_is_D,deck_is_E,deck_is_F,deck_is_G,deck_is_T,side_is_P,side_is_S,is_kid,is_elder
65,0069_01,0.0,F/16/S,42.0,0.0,0.06191107698750611,0.0,0.00038310914353822576,0.00026776151374509105,0.0,Cinst Binie,1,1,0,0,0,0,1,902.0,1,16,0,0,0,0,0,1,0,0,0,1,False,True
66,0070_01,0.0,F/13/P,19.0,0.0,0.013261673762825435,0.0,0.0002128384130767921,4.4626918957515175e-05,0.03008328844321054,Meremy Brighttt,0,1,0,0,0,0,1,922.0,1,13,0,0,0,0,0,1,0,0,1,0,False,True
67,0071_01,0.0,F/14/P,17.0,0.0,0.001116772527395826,0.07261932713916748,0.0,0.0,0.002154725894004061,Nelly Dillines,0,1,0,0,0,0,1,2233.0,1,14,0,0,0,0,0,1,0,0,1,0,False,True
68,0072_01,0.0,F/17/S,14.0,0.0,0.0,3.3542414382987286e-05,0.0,0.0,0.04404756971781378,Thell Brantuarez,0,1,0,0,0,0,1,1064.0,1,17,0,0,0,0,0,1,0,0,0,1,False,True
69,0073_01,0.0,D/3/P,37.0,0.0,0.0032107210162629998,0.002784020393787945,0.031414949770134516,0.0,0.0004972444370778602,Gorn Make,0,0,0,1,0,1,0,879.0,1,3,0,0,0,1,0,0,0,0,1,0,False,True
70,0074_01,0.0,C/3/S,42.0,0.0,6.979828296223913e-05,0.28165565357394423,0.0,0.0,0.020967140430116438,Aldibah Mostedry,1,0,1,0,0,0,1,8904.0,1,3,0,0,1,0,0,0,0,0,0,1,False,True
71,0076_01,0.0,F/18/S,27.0,0.0,0.010260347595449151,0.0,0.04333390090243487,0.0,0.0,Conk Dal,1,0,0,1,0,0,1,1165.0,1,18,0,0,0,0,0,1,0,0,0,1,False,True
72,0077_01,0.0,F/15/P,28.0,0.0,0.000977175961471348,0.0,0.05512514898688915,0.0,0.0,Pon Blité,1,0,0,1,0,0,1,1309.0,1,15,0,0,0,0,0,1,0,0,1,0,False,True
73,0078_01,0.0,C/4/S,38.0,0.0,0.0,0.19588769999664576,0.0,0.014325240985362371,0.40003314962913855,Spuri Pokerheed,0,0,1,0,0,0,1,15815.0,1,4,0,0,1,0,0,0,0,0,0,1,False,True
74,0081_01,1.0,G/13/S,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,0,1,0,0,0,0,1,0.0,1,13,0,0,0,0,0,0,1,0,0,1,False,True
75,0082_01,0.0,F/16/P,42.0,0.0,0.516926083618343,0.0,0.0,0.0,0.0,Totse Datte,0,0,0,1,0,0,1,7406.0,3,16,0,0,0,0,0,1,0,0,1,0,False,True
76,0082_02,1.0,F/16/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,1,0,0,1,0,0,1,0.0,3,16,0,0,0,0,0,1,0,0,1,0,True,False
77,0082_03,0.0,F/16/P,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,1,0,0,1,0,0,1,0.0,3,16,0,0,0,0,0,1,0,0,1,0,True,False
78,0084_01,0.0,G/14/S,24.0,0.0,0.04802121867802052,0.0,0.0,0.0,0.0007044296191936353,Coren Coopezmaney,1,1,0,0,0,0,1,705.0,1,14,0,0,0,0,0,0,1,0,0,1,False,True
79,0085_01,1.0,C/5/S,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,1,0,1,0,0,0,1,0.0,1,5,0,0,1,0,0,0,0,0,0,1,False,True
80,0086_01,0.0,F/17/P,43.0,0.0,0.014727437705032456,0.0,0.0,0.028471974294894682,0.021257199685078523,Jodye Kinson,0,1,0,0,0,0,1,1362.0,1,17,0,0,0,0,0,1,0,0,1,0,False,True
81,0088_01,1.0,E/5/S,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,1,0,0,1,0,1,0,0.0,1,5,0,0,0,0,1,0,0,0,0,1,False,True
82,0090_01,1.0,G/15/S,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Heremy Santry,1,1,0,0,0,0,1,0.0,1,15,0,0,0,0,0,0,1,0,0,1,False,True
83,0091_01,1.0,G/16/S,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,1,1,0,0,0,0,1,0.0,2,16,0,0,0,0,0,0,1,0,0,1,False,True
84,0091_02,0.0,F/20/S,27.0,0.0,6.979828296223913e-05,0.023379062824942138,0.001319598161076111,0.008389860764012852,0.0,Tinez Yorkland,0,1,0,0,0,0,1,917.0,2,20,0,0,0,0,0,1,0,0,0,1,False,True
85,0092_01,0.0,G/9/P,19.0,0.0,0.0,0.0,0.028520347352290143,4.4626918957515175e-05,0.0014088592383872706,Gracy Dunnisey,0,1,0,0,0,0,1,705.0,3,9,0,0,0,0,0,0,1,0,1,0,False,True
86,0092_02,1.0,G/9/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stald Hewson,1,1,0,0,0,0,1,705.0,3,9,0,0,0,0,0,0,1,0,1,0,True,False
87,0092_03,1.0,G/9/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,1,1,0,0,0,0,1,0.0,3,9,0,0,0,0,0,0,1,0,1,0,True,False
88,0097_01,0.0,A/2/S,54.0,0.0,0.0,0.04051923657464864,0.0,0.00013388075687254553,0.026395392201549746,Alchium Fictful,0,0,1,0,0,0,1,1848.0,1,2,1,0,0,0,0,0,0,0,0,1,False,True
89,0098_01,0.0,G/11/P,26.0,0.0,0.0,0.028712306711837117,0.0002128384130767921,0.0014280614066404856,0.0,Doria Carezquez,0,1,0,0,0,0,1,893.0,2,11,0,0,0,0,0,0,1,0,1,0,False,True
90,0098_02,0.0,G/11/P,26.0,0.0,0.0,0.09428772683057726,0.04073727226289801,0.0,0.0036050221688144865,Leence Carezquez,1,1,0,0,0,0,1,3855.0,2,11,0,0,0,0,0,0,1,0,1,0,False,True
91,0099_01,0.0,F/19/P,23.0,0.0,0.02170726600125637,0.014322610941535571,0.022390601055678527,0.0016511960014280614,0.0,Aliey Leetersoney,0,1,0,0,0,1,0,1301.0,2,19,0,0,0,0,0,1,0,0,1,0,False,True
92,0099_02,1.0,G/12/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,1,1,0,0,0,0,1,0.0,2,12,0,0,0,0,0,0,1,0,1,0,True,False
93,0101_01,1.0,G/12/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Book Trad,1,0,0,1,0,0,1,0.0,1,12,0,0,0,0,0,0,1,0,1,0,False,True
94,0102_01,0.0,F/23/S,18.0,0.0,0.0,0.0,0.0,0.037040342734737594,0.0037707703145071067,Ritany Holson,0,1,0,0,0,0,1,921.0,1,23,0,0,0,0,0,1,0,0,0,1,False,True
95,0103_01,0.0,F/24/S,24.0,0.0,0.0,0.0,0.0,0.0,0.0007044296191936353,Arlen Mclainez,1,1,0,0,0,0,1,921.0,3,24,0,0,0,0,0,1,0,0,0,1,False,True
96,0103_02,1.0,G/18/S,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,1,1,0,0,1,0,0,0.0,3,18,0,0,0,0,0,0,1,0,0,1,True,False
97,0103_03,1.0,G/18/S,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,0,1,0,0,0,0,1,0.0,3,18,0,0,0,0,0,0,1,0,0,1,True,False
98,0105_01,0.0,F/21/P,27.0,0.0,0.0,0.0,0.0242635790907543,8.925383791503035e-05,0.005428251771433307,Carry Cleachrand,0,1,0,0,0,0,1,703.0,1,21,0,0,0,0,0,1,0,0,1,0,False,True
99,0107_01,0.0,D/2/S,21.0,0.0,0.1216584072031828,0.00016771207191493645,0.0007236506044610931,0.0,0.0,Coobix Hart,0,0,0,1,0,0,1,1765.0,1,2,0,0,0,1,0,0,0,0,0,1,False,True
100,0108_01,1.0,G/19/S,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,0,1,0,0,0,0,1,0.0,3,19,0,0,0,0,0,0,1,0,0,1,False,True
101,0108_02,0.0,G/19/S,31.0,0.0,0.03922663502477839,0.0,0.013877064532606845,0.0,0.0,Natald Handertiz,0,1,0,0,0,0,1,888.0,3,19,0,0,0,0,0,0,1,0,0,1,False,True
102,0108_03,0.0,G/19/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,1,1,0,0,0,0,1,0.0,3,19,0,0,0,0,0,0,1,0,0,1,True,False
103,0110_01,0.0,G/19/S,32.0,0.0,0.0,0.013752389897024788,0.0002554060956921505,0.1753391645840771,0.03165789582729043,Graviph Aloubtled,0,0,1,0,0,0,1,5109.0,4,19,0,0,0,0,0,0,1,0,0,1,False,True
104,0110_02,0.0,B/5/P,40.0,0.0,0.0,0.011102539160768792,0.0,0.0,0.06990428044586251,Aldeba Bootious,0,0,1,0,0,0,1,2018.0,4,5,0,1,0,0,0,0,0,0,1,0,False,True
105,0110_03,0.0,B/5/P,42.0,0.0,0.15418440706358624,0.38298728742494886,0.0,0.08336308461263835,0.018439481208303982,Alaratz Aloubtled,1,0,1,0,0,0,1,15940.0,4,5,0,1,0,0,0,0,0,0,1,0,False,True
106,0110_04,1.0,B/5/P,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,1,0,1,0,0,0,1,0.0,4,5,0,1,0,0,0,0,0,0,1,0,False,True
107,0111_01,1.0,E/6/S,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Aldera Supred,1,0,1,0,0,0,1,0.0,1,6,0,0,0,0,1,0,0,0,0,1,False,True
108,0112_01,0.0,B/1/S,48.0,1.0,0.0,0.08509710528963875,0.0037033883875361826,0.0007586576222777579,0.0005386814735010153,Moth Cowtale,1,0,1,0,1,0,0,2654.0,1,1,0,1,0,0,0,0,0,0,0,1,False,True
109,0113_01,0.0,F/23/P,64.0,0.0,0.0,0.0,0.03422441682274817,0.0,0.0,Idary Carvis,1,1,0,0,0,0,1,804.0,1,23,0,0,0,0,0,1,0,0,1,0,False,True
110,0114_01,0.0,G/20/S,27.0,0.0,0.005723459202903608,0.0052661590581290045,0.018261535841988762,0.010621206711888612,4.1437036423155016e-05,Maura Beckerson,0,1,0,0,0,0,1,907.0,1,20,0,0,0,0,0,0,1,0,0,1,False,True
111,0115_01,0.0,F/24/P,26.0,0.0,0.0,0.0,0.0,0.0,4.1437036423155016e-05,Rohs Pead,1,0,0,1,0,0,1,907.0,1,24,0,0,0,0,0,1,0,0,1,0,False,True
112,0116_01,0.0,D/4/P,33.0,0.0,6.979828296223913e-05,0.07456478717338073,0.0,0.0005355230274901821,0.016740562714954627,Alhenah Suptive,1,0,1,0,0,0,1,2640.0,1,4,0,0,0,1,0,0,0,0,1,0,False,True
113,0119_01,0.0,A/0/P,39.0,0.0,0.0,0.0786234193137222,0.0,0.002900749732238486,0.2858326772469233,Batan Coning,0,0,0,0,0,0,1,9307.0,2,0,1,0,0,0,0,0,0,0,1,0,False,True
114,0119_02,1.0,A/0/P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,1,0,1,0,0,0,1,0.0,2,0,1,0,0,0,0,0,0,0,1,0,False,True
115,0120_01,1.0,F/25/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Bees Sacre,1,0,0,1,0,0,1,0.0,1,25,0,0,0,0,0,1,0,0,1,0,False,True
116,0122_01,0.0,G/21/S,29.0,0.0,0.0,0.0,0.0,0.031194216351303105,0.003066340695313471,Shelle Hayder,0,1,0,0,0,0,1,773.0,1,21,0,0,0,0,0,0,1,0,0,1,False,True
117,0123_01,0.0,F/27/P,18.0,0.0,0.003838905562923152,0.02002482138664341,0.0020858164481525627,0.0,4.1437036423155016e-05,Iree Fielson,0,1,0,0,0,0,1,702.0,1,27,0,0,0,0,0,1,0,0,1,0,False,True
118,0126_01,1.0,F/27/S,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Milly Mish,1,0,0,1,0,0,1,0.0,1,27,0,0,0,0,0,1,0,0,0,1,False,True
119,0127_01,0.0,E/7/S,35.0,0.0,0.04892859635652963,0.0,0.012600034054146092,0.0,0.0010359259105788754,Miloss Mesty,0,0,0,1,0,0,1,1022.0,1,7,0,0,0,0,1,0,0,0,0,1,False,True
120,0128_01,0.0,D/3/S,61.0,1.0,0.16423535981014867,0.011203166403917754,0.00038310914353822576,0.014102106390574794,8.287407284631003e-05,Grohs Fles,0,0,0,1,0,0,1,3014.0,2,3,0,0,0,1,0,0,0,0,0,1,False,True
